Date,Part_ID,Price,Quantity,Cost,Revenue,Margin
2025-06-15,Spark_Plug_C,26.39,164,8.21,4327.96,2981.52
2025-06-15,Air_Filter_D,17.66,310,7.13,5474.6,3264.3
2025-06-15,Shock_Absorber_E,136.97,29,57.76,3972.13,2297.09
2025-06-16,Brake_Pad_A,43.55,107,20.42,4659.849999999999,2474.9099999999994
2025-06-16,Oil_Filter_B,16.5,262,4.99,4323.0,3015.62
2025-06-16,Spark_Plug_C,24.63,207,8.36,5098.41,3367.89
2025-06-16,Air_Filter_D,20.29,290,7.16,5884.099999999999,3807.7
2025-06-16,Shock_Absorber_E,131.24,46,60.39,6037.040000000001,3259.1000000000004
2025-06-17,Brake_Pad_A,49.87,101,20.7,5036.87,2946.1699999999996
2025-06-17,Oil_Filter_B,14.61,300,4.97,4383.0,2892.0
2025-06-17,Spark_Plug_C,27.31,170,8.0,4642.7,3282.7
2025-06-17,Air_Filter_D,17.6,304,6.96,5350.400000000001,3234.5600000000004
2025-06-17,Shock_Absorber_E,105.13,61,57.91,6412.929999999999,2880.42
2025-06-18,Brake_Pad_A,46.99,114,20.62,5356.860000000001,3006.1800000000003
2025-06-18,Oil_Filter_B,13.24,325,5.11,4303.0,2642.2499999999995
2025-06-18,Spark_Plug_C,26.05,199,7.64,5183.95,3663.59
2025-06-18,Air_Filter_D,21.71,244,7.28,5297.24,3520.92
2025-06-18,Shock_Absorber_E,114.1,52,61.78,5933.2,2720.6399999999994
2025-06-19,Brake_Pad_A,45.2,88,20.31,3977.6000000000004,2190.32
2025-06-19,Oil_Filter_B,14.48,332,5.14,4807.360000000001,3100.88
2025-06-19,Spark_Plug_C,23.89,202,7.91,4825.78,3227.96
2025-06-19,Air_Filter_D,22.42,215,7.33,4820.3,3244.3500000000004
2025-06-19,Shock_Absorber_E,102.9,77,57.22,7923.3,3517.3600000000006
2025-06-20,Brake_Pad_A,50.64,77,19.55,3899.28,2393.93
2025-06-20,Oil_Filter_B,13.04,300,4.79,3911.9999999999995,2475.0
2025-06-20,Spark_Plug_C,26.95,182,7.93,4904.9,3461.64
2025-06-20,Air_Filter_D,22.57,250,7.27,5642.5,3825.0
2025-06-20,Shock_Absorber_E,113.51,54,60.74,6129.54,2849.5800000000004
2025-06-21,Brake_Pad_A,44.75,113,20.45,5056.75,2745.9
2025-06-21,Oil_Filter_B,13.96,296,4.95,4132.16,2666.9600000000005
2025-06-21,Spark_Plug_C,21.37,274,8.06,5855.38,3646.94
2025-06-21,Air_Filter_D,17.44,274,7.08,4778.56,2838.6400000000003
2025-06-21,Shock_Absorber_E,136.21,36,62.99,4903.56,2635.92
2025-06-22,Brake_Pad_A,46.75,106,19.71,4955.5,2866.24
2025-06-22,Oil_Filter_B,15.33,319,4.76,4890.27,3371.83
2025-06-22,Spark_Plug_C,23.78,201,8.32,4779.780000000001,3107.46
2025-06-22,Air_Filter_D,17.22,280,7.08,4821.599999999999,2839.2
2025-06-22,Shock_Absorber_E,121.23,43,58.42,5212.89,2700.83
2025-06-23,Brake_Pad_A,45.03,100,20.46,4503.0,2457.0
2025-06-23,Oil_Filter_B,14.23,325,5.04,4624.75,2986.7500000000005
2025-06-23,Spark_Plug_C,27.04,205,7.87,5543.2,3929.8499999999995
2025-06-23,Air_Filter_D,19.79,285,6.71,5640.15,3727.7999999999997
2025-06-23,Shock_Absorber_E,106.75,64,59.07,6832.0,3051.52
2025-06-24,Brake_Pad_A,40.25,120,20.99,4830.0,2311.2000000000003
2025-06-24,Oil_Filter_B,14.44,318,4.81,4591.92,3062.3399999999997
2025-06-24,Spark_Plug_C,26.42,183,7.92,4834.860000000001,3385.5
2025-06-24,Air_Filter_D,17.46,300,6.87,5238.0,3177.0
2025-06-24,Shock_Absorber_E,106.36,75,60.43,7977.0,3444.75
2025-06-25,Brake_Pad_A,45.94,96,20.49,4410.24,2443.2
2025-06-25,Oil_Filter_B,13.32,306,4.85,4075.92,2591.82
2025-06-25,Spark_Plug_C,23.55,220,8.17,5181.0,3383.6000000000004
2025-06-25,Air_Filter_D,20.74,250,6.85,5185.0,3472.4999999999995
2025-06-25,Shock_Absorber_E,113.6,55,62.91,6248.0,2787.95
2025-06-26,Brake_Pad_A,49.24,80,19.09,3939.2000000000003,2412.0
2025-06-26,Oil_Filter_B,13.85,297,5.18,4113.45,2574.99
2025-06-26,Spark_Plug_C,26.78,170,8.01,4552.6,3190.9000000000005
2025-06-26,Air_Filter_D,21.86,231,6.73,5049.66,3495.0299999999997
2025-06-26,Shock_Absorber_E,122.35,43,60.8,5261.05,2646.65
2025-06-27,Brake_Pad_A,41.72,87,19.04,3629.64,1973.16
2025-06-27,Oil_Filter_B,12.79,317,4.86,4054.43,2513.8099999999995
2025-06-27,Spark_Plug_C,28.65,157,8.04,4498.05,3235.77
2025-06-27,Air_Filter_D,22.15,235,7.04,5205.25,3550.85
2025-06-27,Shock_Absorber_E,127.73,49,62.22,6258.77,3209.9900000000002
2025-06-28,Brake_Pad_A,50.0,91,20.28,4550.0,2704.52
2025-06-28,Oil_Filter_B,16.43,263,5.19,4321.09,2956.1199999999994
2025-06-28,Spark_Plug_C,22.94,228,7.92,5230.320000000001,3424.5600000000004
2025-06-28,Air_Filter_D,18.06,272,7.35,4912.32,2913.12
2025-06-28,Shock_Absorber_E,137.81,29,57.31,3996.4900000000002,2334.5
2025-06-29,Brake_Pad_A,38.66,143,19.32,5528.379999999999,2765.6199999999994
2025-06-29,Oil_Filter_B,13.83,322,4.86,4453.26,2888.3399999999997
2025-06-29,Spark_Plug_C,26.92,172,8.13,4630.240000000001,3231.8799999999997
2025-06-29,Air_Filter_D,19.62,271,6.85,5317.02,3460.6700000000005
2025-06-29,Shock_Absorber_E,114.23,70,57.25,7996.1,3988.6000000000004
2025-06-30,Brake_Pad_A,44.38,112,20.84,4970.56,2636.4800000000005
2025-06-30,Oil_Filter_B,15.15,272,5.14,4120.8,2722.7200000000003
2025-06-30,Spark_Plug_C,21.95,227,8.07,4982.65,3150.7599999999998
2025-06-30,Air_Filter_D,22.32,240,7.33,5356.8,3597.6
2025-06-30,Shock_Absorber_E,112.37,63,57.72,7079.31,3442.9500000000003
2025-07-01,Brake_Pad_A,45.43,95,20.52,4315.85,2366.45
2025-07-01,Oil_Filter_B,16.85,307,4.82,5172.950000000001,3693.2100000000005
2025-07-01,Spark_Plug_C,21.86,240,8.1,5246.4,3302.4
2025-07-01,Air_Filter_D,21.95,258,6.95,5663.099999999999,3870.0
2025-07-01,Shock_Absorber_E,124.86,55,58.3,6867.3,3660.8
2025-07-02,Brake_Pad_A,40.54,98,19.6,3972.92,2052.12
2025-07-02,Oil_Filter_B,15.27,290,4.78,4428.3,3042.0999999999995
2025-07-02,Spark_Plug_C,22.18,239,7.84,5301.0199999999995,3427.2599999999998
2025-07-02,Air_Filter_D,17.4,312,6.74,5428.799999999999,3325.9199999999996
2025-07-02,Shock_Absorber_E,104.34,64,61.54,6677.76,2739.2000000000003
2025-07-03,Brake_Pad_A,48.78,90,19.02,4390.2,2678.4
2025-07-03,Oil_Filter_B,16.92,277,5.21,4686.84,3243.67
2025-07-03,Spark_Plug_C,28.11,182,7.78,5116.0199999999995,3700.0599999999995
2025-07-03,Air_Filter_D,17.59,305,6.66,5364.95,3333.65
2025-07-03,Shock_Absorber_E,118.77,45,60.39,5344.65,2627.1
2025-07-04,Brake_Pad_A,39.3,105,19.37,4126.5,2092.6499999999996
2025-07-04,Oil_Filter_B,16.32,275,4.99,4488.0,3115.75
2025-07-04,Spark_Plug_C,21.93,222,8.29,4868.46,3028.08
2025-07-04,Air_Filter_D,22.55,237,6.84,5344.35,3723.27
2025-07-04,Shock_Absorber_E,121.77,39,61.17,4749.03,2363.3999999999996
2025-07-05,Brake_Pad_A,49.49,100,20.91,4949.0,2858.0
2025-07-05,Oil_Filter_B,15.05,318,4.85,4785.900000000001,3243.6000000000004
2025-07-05,Spark_Plug_C,25.36,193,7.68,4894.48,3412.24
2025-07-05,Air_Filter_D,18.55,281,6.87,5212.55,3282.08
2025-07-05,Shock_Absorber_E,115.94,56,62.16,6492.639999999999,3011.6800000000003
2025-07-06,Brake_Pad_A,44.29,118,19.55,5226.22,2919.3199999999997
2025-07-06,Oil_Filter_B,13.39,300,5.04,4017.0,2505.0000000000005
2025-07-06,Spark_Plug_C,23.32,204,8.36,4757.28,3051.84
2025-07-06,Air_Filter_D,17.6,272,6.87,4787.200000000001,2918.56
2025-07-06,Shock_Absorber_E,125.56,34,61.64,4269.04,2173.28
2025-07-07,Brake_Pad_A,45.39,116,20.74,5265.24,2859.4
2025-07-07,Oil_Filter_B,14.77,292,5.17,4312.84,2803.2
2025-07-07,Spark_Plug_C,22.83,232,8.27,5296.5599999999995,3377.9199999999996
2025-07-07,Air_Filter_D,18.05,244,7.05,4404.2,2684.0
2025-07-07,Shock_Absorber_E,132.78,28,60.39,3717.84,2026.92
2025-07-08,Brake_Pad_A,44.3,95,19.68,4208.5,2338.8999999999996
2025-07-08,Oil_Filter_B,16.16,282,5.02,4557.12,3141.48
2025-07-08,Spark_Plug_C,23.04,241,7.77,5552.639999999999,3680.0699999999997
2025-07-08,Air_Filter_D,20.74,232,6.97,4811.679999999999,3194.64
2025-07-08,Shock_Absorber_E,128.15,33,62.9,4228.95,2153.25
2025-07-09,Brake_Pad_A,49.16,78,19.66,3834.4799999999996,2300.9999999999995
2025-07-09,Oil_Filter_B,15.68,299,5.0,4688.32,3193.3199999999997
2025-07-09,Spark_Plug_C,27.33,170,8.05,4646.099999999999,3277.5999999999995
2025-07-09,Air_Filter_D,22.71,231,7.1,5246.01,3605.9100000000003
2025-07-09,Shock_Absorber_E,135.5,37,62.86,5013.5,2687.68
2025-07-10,Brake_Pad_A,49.91,82,19.83,4092.62,2466.56
2025-07-10,Oil_Filter_B,13.42,368,5.19,4938.56,3028.6400000000003
2025-07-10,Spark_Plug_C,22.67,230,8.21,5214.1,3325.8
2025-07-10,Air_Filter_D,20.49,246,6.8,5040.54,3367.7399999999993
2025-07-10,Shock_Absorber_E,104.68,60,60.4,6280.8,2656.8000000000006
2025-07-11,Brake_Pad_A,46.51,96,19.49,4464.96,2593.92
2025-07-11,Oil_Filter_B,13.37,345,4.84,4612.65,2942.85
2025-07-11,Spark_Plug_C,22.58,249,8.13,5622.419999999999,3598.0499999999993
2025-07-11,Air_Filter_D,19.44,268,7.24,5209.92,3269.6000000000004
2025-07-11,Shock_Absorber_E,129.32,38,58.12,4914.16,2705.5999999999995
2025-07-12,Brake_Pad_A,39.75,121,20.64,4809.75,2312.31
2025-07-12,Oil_Filter_B,17.23,235,5.15,4049.05,2838.8
2025-07-12,Spark_Plug_C,27.17,184,7.96,4999.280000000001,3534.6400000000003
2025-07-12,Air_Filter_D,20.57,266,7.34,5471.62,3519.1800000000003
2025-07-12,Shock_Absorber_E,126.13,44,58.64,5549.719999999999,2969.56
2025-07-13,Brake_Pad_A,41.95,92,19.7,3859.4,2047.0000000000002
2025-07-13,Oil_Filter_B,16.18,282,5.18,4562.76,3102.0
2025-07-13,Spark_Plug_C,25.76,173,8.12,4456.4800000000005,3051.7200000000003
2025-07-13,Air_Filter_D,17.17,273,6.99,4687.410000000001,2779.1400000000003
2025-07-13,Shock_Absorber_E,106.97,66,58.77,7060.0199999999995,3181.2
2025-07-14,Brake_Pad_A,38.43,99,19.31,3804.57,1892.88
2025-07-14,Oil_Filter_B,14.45,309,4.87,4465.05,2960.2199999999993
2025-07-14,Spark_Plug_C,23.83,215,8.2,5123.45,3360.45
2025-07-14,Air_Filter_D,20.32,234,7.27,4754.88,3053.7000000000003
2025-07-14,Shock_Absorber_E,103.41,70,60.63,7238.7,2994.5999999999995
2025-07-15,Brake_Pad_A,44.79,84,20.78,3762.36,2016.84
2025-07-15,Oil_Filter_B,15.22,285,5.11,4337.7,2881.35
2025-07-15,Spark_Plug_C,26.52,183,7.95,4853.16,3398.31
2025-07-15,Air_Filter_D,20.56,241,6.96,4954.96,3277.5999999999995
2025-07-15,Shock_Absorber_E,131.0,34,61.08,4454.0,2377.28
2025-07-16,Brake_Pad_A,42.51,114,20.53,4846.139999999999,2505.72
2025-07-16,Oil_Filter_B,13.06,331,4.87,4322.860000000001,2710.8900000000003
2025-07-16,Spark_Plug_C,25.88,183,8.15,4736.04,3244.5899999999992
2025-07-16,Air_Filter_D,17.61,268,6.7,4719.48,2923.88
2025-07-16,Shock_Absorber_E,109.05,59,59.91,6433.95,2899.26
2025-07-17,Brake_Pad_A,42.78,86,19.54,3679.08,1998.64
2025-07-17,Oil_Filter_B,15.52,269,5.23,4174.88,2768.0099999999998
2025-07-17,Spark_Plug_C,27.04,193,8.39,5218.72,3599.45
2025-07-17,Air_Filter_D,17.62,306,6.73,5391.72,3332.34
2025-07-17,Shock_Absorber_E,103.19,54,62.82,5572.26,2179.98
2025-07-18,Brake_Pad_A,47.27,100,20.07,4727.0,2720.0000000000005
2025-07-18,Oil_Filter_B,16.34,277,5.03,4526.18,3132.8699999999994
2025-07-18,Spark_Plug_C,25.25,188,7.68,4747.0,3303.16
2025-07-18,Air_Filter_D,21.66,219,6.9,4743.54,3232.44
2025-07-18,Shock_Absorber_E,123.98,34,61.24,4215.32,2133.16
2025-07-19,Brake_Pad_A,42.7,100,20.2,4270.0,2250.0000000000005
2025-07-19,Oil_Filter_B,15.77,274,5.24,4320.98,2885.22
2025-07-19,Spark_Plug_C,22.85,218,8.21,4981.3,3191.52
2025-07-19,Air_Filter_D,21.58,215,6.66,4639.7,3207.7999999999997
2025-07-19,Shock_Absorber_E,117.39,50,62.35,5869.5,2752.0
2025-07-20,Brake_Pad_A,44.88,100,19.77,4488.0,2511.0000000000005
2025-07-20,Oil_Filter_B,17.0,267,5.06,4539.0,3187.9800000000005
2025-07-20,Spark_Plug_C,28.08,154,8.37,4324.32,3035.34
2025-07-20,Air_Filter_D,18.03,279,7.13,5030.37,3041.100000000001
2025-07-20,Shock_Absorber_E,114.64,49,58.29,5617.36,2761.15
2025-07-21,Brake_Pad_A,43.92,89,20.94,3908.88,2045.22
2025-07-21,Oil_Filter_B,14.69,348,5.04,5112.12,3358.1999999999994
2025-07-21,Spark_Plug_C,22.76,236,7.69,5371.360000000001,3556.52
2025-07-21,Air_Filter_D,22.47,201,7.34,4516.469999999999,3041.1299999999997
2025-07-21,Shock_Absorber_E,133.77,54,57.63,7223.580000000001,4111.56
2025-07-22,Brake_Pad_A,40.79,109,19.3,4446.11,2342.41
2025-07-22,Oil_Filter_B,15.72,270,5.08,4244.400000000001,2872.8
2025-07-22,Spark_Plug_C,24.75,210,8.23,5197.5,3469.2
2025-07-22,Air_Filter_D,17.39,261,7.25,4538.79,2646.54
2025-07-22,Shock_Absorber_E,111.1,52,58.27,5777.2,2747.1599999999994
2025-07-23,Brake_Pad_A,49.2,95,19.93,4674.0,2780.65
2025-07-23,Oil_Filter_B,16.24,263,4.78,4271.12,3013.979999999999
2025-07-23,Spark_Plug_C,25.82,168,7.88,4337.76,3013.92
2025-07-23,Air_Filter_D,18.69,276,6.93,5158.4400000000005,3245.76
2025-07-23,Shock_Absorber_E,115.32,58,61.29,6688.5599999999995,3133.74
2025-07-24,Brake_Pad_A,45.37,110,20.15,4990.7,2774.2
2025-07-24,Oil_Filter_B,15.0,288,4.85,4320.0,2923.2000000000003
2025-07-24,Spark_Plug_C,26.92,170,7.81,4576.400000000001,3248.7000000000007
2025-07-24,Air_Filter_D,21.1,259,7.26,5464.900000000001,3584.5600000000004
2025-07-24,Shock_Absorber_E,131.79,37,57.94,4876.23,2732.45
2025-07-25,Brake_Pad_A,45.48,87,20.06,3956.7599999999998,2211.54
2025-07-25,Oil_Filter_B,14.6,263,4.86,3839.7999999999997,2561.6199999999994
2025-07-25,Spark_Plug_C,28.53,175,8.38,4992.75,3526.2499999999995
2025-07-25,Air_Filter_D,17.86,244,7.05,4357.84,2637.64
2025-07-25,Shock_Absorber_E,130.12,40,59.8,5204.8,2812.8
2025-07-26,Brake_Pad_A,47.42,101,20.19,4789.42,2750.23
2025-07-26,Oil_Filter_B,13.95,308,5.23,4296.599999999999,2685.7599999999998
2025-07-26,Spark_Plug_C,24.88,186,7.8,4627.679999999999,3176.8799999999997
2025-07-26,Air_Filter_D,22.0,223,6.81,4906.0,3387.3700000000003
2025-07-26,Shock_Absorber_E,106.36,56,61.69,5956.16,2501.52
2025-07-27,Brake_Pad_A,38.46,127,19.3,4884.42,2433.32
2025-07-27,Oil_Filter_B,13.77,306,4.89,4213.62,2717.2799999999997
2025-07-27,Spark_Plug_C,22.54,237,7.8,5341.98,3493.3799999999997
2025-07-27,Air_Filter_D,18.31,241,7.07,4412.71,2708.8399999999997
2025-07-27,Shock_Absorber_E,127.4,46,58.98,5860.400000000001,3147.3200000000006
2025-07-28,Brake_Pad_A,47.45,85,19.75,4033.2500000000005,2354.5000000000005
2025-07-28,Oil_Filter_B,13.97,275,5.18,3841.75,2417.2500000000005
2025-07-28,Spark_Plug_C,22.9,189,7.77,4328.099999999999,2859.5699999999997
2025-07-28,Air_Filter_D,19.36,216,7.21,4181.76,2624.3999999999996
2025-07-28,Shock_Absorber_E,130.96,34,57.81,4452.64,2487.1000000000004
2025-07-29,Brake_Pad_A,39.25,114,20.68,4474.5,2116.98
2025-07-29,Oil_Filter_B,16.38,274,5.24,4488.12,3052.3599999999997
2025-07-29,Spark_Plug_C,26.24,210,8.29,5510.4,3769.5
2025-07-29,Air_Filter_D,18.93,253,6.95,4789.29,3030.94
2025-07-29,Shock_Absorber_E,118.85,51,62.05,6061.349999999999,2896.7999999999997
2025-07-30,Brake_Pad_A,47.0,88,20.18,4136.0,2360.16
2025-07-30,Oil_Filter_B,12.81,306,5.08,3919.86,2365.38
2025-07-30,Spark_Plug_C,21.65,228,8.06,4936.2,3098.5199999999995
2025-07-30,Air_Filter_D,20.97,237,6.71,4969.889999999999,3379.6199999999994
2025-07-30,Shock_Absorber_E,104.83,61,58.31,6394.63,2837.72
2025-07-31,Brake_Pad_A,41.72,89,20.36,3713.08,1901.04
2025-07-31,Oil_Filter_B,15.64,297,4.82,4645.08,3213.54
2025-07-31,Spark_Plug_C,23.42,217,8.02,5082.14,3341.8000000000006
2025-07-31,Air_Filter_D,21.1,231,7.06,4874.1,3243.2400000000007
2025-07-31,Shock_Absorber_E,130.03,35,62.41,4551.05,2366.7000000000003
2025-08-01,Brake_Pad_A,43.46,108,19.12,4693.68,2628.72
2025-08-01,Oil_Filter_B,15.37,296,4.81,4549.5199999999995,3125.7599999999998
2025-08-01,Spark_Plug_C,25.71,176,8.03,4524.96,3111.68
2025-08-01,Air_Filter_D,19.33,222,7.29,4291.259999999999,2672.8799999999997
2025-08-01,Shock_Absorber_E,129.24,48,58.58,6203.52,3391.6800000000003
2025-08-02,Brake_Pad_A,41.07,110,19.85,4517.7,2334.2
2025-08-02,Oil_Filter_B,13.09,314,5.03,4110.26,2530.8399999999997
2025-08-02,Spark_Plug_C,23.33,209,7.91,4875.969999999999,3222.7799999999997
2025-08-02,Air_Filter_D,21.92,214,7.28,4690.88,3132.96
2025-08-02,Shock_Absorber_E,133.18,47,57.21,6259.46,3570.59
2025-08-03,Brake_Pad_A,41.77,97,20.3,4051.6900000000005,2082.59
2025-08-03,Oil_Filter_B,13.12,294,5.07,3857.2799999999997,2366.7
2025-08-03,Spark_Plug_C,26.77,158,7.79,4229.66,2998.84
2025-08-03,Air_Filter_D,19.15,273,7.17,5227.95,3270.5399999999995
2025-08-03,Shock_Absorber_E,119.64,26,60.23,3110.64,1544.66
2025-08-04,Brake_Pad_A,47.95,79,20.62,3788.05,2159.07
2025-08-04,Oil_Filter_B,14.6,303,5.09,4423.8,2881.5299999999997
2025-08-04,Spark_Plug_C,26.98,165,7.76,4451.7,3171.2999999999997
2025-08-04,Air_Filter_D,21.16,249,6.78,5268.84,3580.62
2025-08-04,Shock_Absorber_E,112.26,53,58.4,5949.780000000001,2854.5800000000004
2025-08-05,Brake_Pad_A,48.19,96,20.21,4626.24,2686.08
2025-08-05,Oil_Filter_B,15.76,280,4.92,4412.8,3035.2
2025-08-05,Spark_Plug_C,27.52,174,7.68,4788.48,3452.16
2025-08-05,Air_Filter_D,17.43,245,6.69,4270.35,2631.2999999999997
2025-08-05,Shock_Absorber_E,114.13,58,61.58,6619.54,3047.8999999999996
2025-08-06,Brake_Pad_A,48.31,79,20.5,3816.4900000000002,2196.9900000000002
2025-08-06,Oil_Filter_B,14.54,274,5.21,3983.9599999999996,2556.4199999999996
2025-08-06,Spark_Plug_C,26.05,163,7.94,4246.150000000001,2951.93
2025-08-06,Air_Filter_D,20.55,240,7.22,4932.0,3199.2000000000003
2025-08-06,Shock_Absorber_E,128.0,44,62.02,5632.0,2903.1199999999994
2025-08-07,Brake_Pad_A,50.88,70,19.52,3561.6000000000004,2195.2000000000003
2025-08-07,Oil_Filter_B,16.15,277,5.19,4473.549999999999,3035.919999999999
2025-08-07,Spark_Plug_C,22.61,233,7.86,5268.13,3436.75
2025-08-07,Air_Filter_D,17.95,244,7.04,4379.8,2662.04
2025-08-07,Shock_Absorber_E,106.4,49,61.46,5213.6,2202.0600000000004
2025-08-08,Brake_Pad_A,47.86,68,19.17,3254.48,1950.9199999999998
2025-08-08,Oil_Filter_B,16.82,283,5.21,4760.06,3285.6299999999997
2025-08-08,Spark_Plug_C,27.34,178,7.84,4866.5199999999995,3471.0
2025-08-08,Air_Filter_D,18.31,248,6.77,4540.88,2861.9199999999996
2025-08-08,Shock_Absorber_E,111.31,54,60.53,6010.74,2742.12
2025-08-09,Brake_Pad_A,50.71,88,20.17,4462.4800000000005,2687.52
2025-08-09,Oil_Filter_B,14.95,265,4.87,3961.75,2671.1999999999994
2025-08-09,Spark_Plug_C,21.93,240,7.9,5263.2,3367.2
2025-08-09,Air_Filter_D,17.17,252,6.69,4326.84,2640.96
2025-08-09,Shock_Absorber_E,125.64,50,62.25,6282.0,3169.5
2025-08-10,Brake_Pad_A,41.13,99,20.24,4071.8700000000003,2068.1100000000006
2025-08-10,Oil_Filter_B,14.64,292,5.02,4274.88,2809.0400000000004
2025-08-10,Spark_Plug_C,25.96,203,7.89,5269.88,3668.21
2025-08-10,Air_Filter_D,21.31,225,6.91,4794.75,3239.9999999999995
2025-08-10,Shock_Absorber_E,118.84,46,62.55,5466.64,2589.34
2025-08-11,Brake_Pad_A,48.54,85,20.79,4125.9,2358.75
2025-08-11,Oil_Filter_B,13.36,294,5.15,3927.8399999999997,2413.74
2025-08-11,Spark_Plug_C,21.52,228,7.74,4906.5599999999995,3141.8399999999997
2025-08-11,Air_Filter_D,21.75,250,7.32,5437.5,3607.5
2025-08-11,Shock_Absorber_E,131.66,38,59.61,5003.08,2737.9
2025-08-12,Brake_Pad_A,45.79,72,19.11,3296.88,1920.96
2025-08-12,Oil_Filter_B,16.43,278,4.91,4567.54,3202.56
2025-08-12,Spark_Plug_C,24.86,192,8.07,4773.12,3223.68
2025-08-12,Air_Filter_D,18.79,215,6.72,4039.85,2595.05
2025-08-12,Shock_Absorber_E,130.52,56,60.08,7309.120000000001,3944.640000000001
2025-08-13,Brake_Pad_A,40.23,108,20.22,4344.839999999999,2161.08
2025-08-13,Oil_Filter_B,16.95,238,4.76,4034.1,2901.22
2025-08-13,Spark_Plug_C,24.07,177,7.74,4260.39,2890.41
2025-08-13,Air_Filter_D,19.24,239,7.11,4598.36,2899.0699999999997
2025-08-13,Shock_Absorber_E,135.08,35,58.62,4727.8,2676.1000000000004
2025-08-14,Brake_Pad_A,49.78,84,19.3,4181.52,2560.32
2025-08-14,Oil_Filter_B,14.77,272,5.19,4017.44,2605.7599999999993
2025-08-14,Spark_Plug_C,21.88,228,7.93,4988.639999999999,3180.6
2025-08-14,Air_Filter_D,22.26,210,6.8,4674.6,3246.6000000000004
2025-08-14,Shock_Absorber_E,130.81,41,58.3,5363.21,2972.9100000000003
2025-08-15,Brake_Pad_A,42.76,124,19.8,5302.24,2847.0399999999995
2025-08-15,Oil_Filter_B,15.1,292,4.84,4409.2,2995.92
2025-08-15,Spark_Plug_C,25.64,186,8.31,4769.04,3223.3799999999997
2025-08-15,Air_Filter_D,19.23,239,7.12,4595.97,2894.29
2025-08-15,Shock_Absorber_E,121.67,39,61.82,4745.13,2334.15
2025-08-16,Brake_Pad_A,45.72,91,19.17,4160.5199999999995,2416.0499999999997
2025-08-16,Oil_Filter_B,14.28,305,5.01,4355.4,2827.35
2025-08-16,Spark_Plug_C,22.51,196,8.3,4411.96,2785.1600000000003
2025-08-16,Air_Filter_D,22.32,198,7.24,4419.36,2985.84
2025-08-16,Shock_Absorber_E,133.1,39,61.88,5190.9,2777.58
2025-08-17,Brake_Pad_A,48.87,97,20.94,4740.389999999999,2709.2099999999996
2025-08-17,Oil_Filter_B,17.23,227,5.0,3911.21,2776.21
2025-08-17,Spark_Plug_C,24.16,200,8.01,4832.0,3229.9999999999995
2025-08-17,Air_Filter_D,22.23,196,7.31,4357.08,2924.32
2025-08-17,Shock_Absorber_E,117.43,45,60.12,5284.35,2578.9500000000003
2025-08-18,Brake_Pad_A,46.78,98,20.63,4584.4400000000005,2562.7000000000003
2025-08-18,Oil_Filter_B,15.15,268,5.11,4060.2000000000003,2690.72
2025-08-18,Spark_Plug_C,25.44,152,7.83,3866.88,2676.72
2025-08-18,Air_Filter_D,18.7,256,7.18,4787.2,2949.12
2025-08-18,Shock_Absorber_E,111.55,49,58.3,5465.95,2609.25
2025-08-19,Brake_Pad_A,50.19,66,20.7,3312.54,1946.34
2025-08-19,Oil_Filter_B,15.52,260,5.1,4035.2,2709.2
2025-08-19,Spark_Plug_C,28.55,170,8.4,4853.5,3425.4999999999995
2025-08-19,Air_Filter_D,17.02,256,6.82,4357.12,2611.2
2025-08-19,Shock_Absorber_E,117.34,53,58.43,6219.02,3122.23
2025-08-20,Brake_Pad_A,45.04,110,19.65,4954.4,2792.9
2025-08-20,Oil_Filter_B,17.17,259,4.77,4447.030000000001,3211.6000000000004
2025-08-20,Spark_Plug_C,22.51,227,8.01,5109.77,3291.5000000000005
2025-08-20,Air_Filter_D,17.56,291,7.29,5109.96,2988.5699999999997
2025-08-20,Shock_Absorber_E,136.02,36,57.66,4896.72,2820.9600000000005
2025-08-21,Brake_Pad_A,43.43,116,20.74,5037.88,2632.04
2025-08-21,Oil_Filter_B,14.4,280,5.09,4032.0,2606.8
2025-08-21,Spark_Plug_C,28.6,186,7.74,5319.6,3879.96
2025-08-21,Air_Filter_D,20.39,232,6.78,4730.4800000000005,3157.52
2025-08-21,Shock_Absorber_E,136.52,38,60.24,5187.76,2898.64
2025-08-22,Brake_Pad_A,43.84,100,19.01,4384.0,2483.0
2025-08-22,Oil_Filter_B,12.93,295,4.88,3814.35,2374.75
2025-08-22,Spark_Plug_C,23.54,196,7.68,4613.84,3108.56
2025-08-22,Air_Filter_D,17.25,276,6.96,4761.0,2840.04
2025-08-22,Shock_Absorber_E,124.84,50,60.85,6242.0,3199.5
2025-08-23,Brake_Pad_A,51.12,89,20.29,4549.679999999999,2743.87
2025-08-23,Oil_Filter_B,13.55,303,5.01,4105.650000000001,2587.6200000000003
2025-08-23,Spark_Plug_C,28.21,157,8.07,4428.97,3161.98
2025-08-23,Air_Filter_D,18.65,236,6.85,4401.4,2784.7999999999997
2025-08-23,Shock_Absorber_E,109.0,58,60.36,6322.0,2821.12
2025-08-24,Brake_Pad_A,50.6,85,20.72,4301.0,2539.8
2025-08-24,Oil_Filter_B,13.56,301,5.06,4081.56,2558.5
2025-08-24,Spark_Plug_C,27.38,166,8.36,4545.08,3157.3199999999997
2025-08-24,Air_Filter_D,18.64,230,7.14,4287.2,2645.0
2025-08-24,Shock_Absorber_E,110.18,52,59.14,5729.360000000001,2654.0800000000004
